UserId,Book_id,Rating,Titulo
15,76,5,Sense and Sensibility
15,471,4,Mansfield Park
15,483,5,Franny and Zooey
15,2339,5,"Raise High the Roof Beam
15,709,5,Nine Stories
15,167,5,American Gods
15,361,3,Oliver Twist
15,326,5,White Oleander
15,87,5,Un di Velt Hot Geshvign
15,304,5,I Know This Much Is True 
15,100,4,The Poisonwood Bible
15,306,5,She's Come Undone
15,337,5,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story
15,92,4,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything
15,887,3,As I Lay Dying
15,119,5,The Handmaid's Tale
15,310,5,Good in Bed
15,465,4,In Her Shoes
15,8440,4,The Dead
15,71,4,"Frankenstein; or
15,1329,5,Howl and Other Poems 
15,795,5,About a Boy
15,2193,4,How to Be Good
15,3002,4,Sons and Lovers
15,241,5,Number the Stars
15,4043,4,Anne Frank: Beyond the Diary - A Photographic Remembrance
15,148,4,Girl with a Pearl Earring
15,68,5,The Perks of Being a Wallflower
15,1144,4,Prodigal Summer
15,941,4,The Hours
15,782,4,The Awakening
15,1993,5,The Vampire Armand
15,1217,5,The Witching Hour
15,2347,5,Lasher
15,7260,4,The Feast of All Saints
15,9363,4,Belinda
15,688,5,Under the Banner of Heaven: A Story of Violent Faith
15,3340,5,Merrick
15,14,4,Animal Farm: A Fairy Story
15,550,4,The Omnivore's Dilemma
15,115,5,Middlesex
15,8842,3,The Realm of Possibility
15,344,4,Naked
15,171,5,Emma
15,36,5,The Giver
18,572,4,Oryx and Crake
18,3566,3,Black Swan Green
18,2584,4,Down and Out in Paris and London
18,557,4,The Virgin Suicides
18,1102,2,Dry: A Memoir
18,344,4,Naked
18,3551,2,The Children of Men
18,60,3,The Curious Incident of the Dog in the Night-Time
18,101,4,Me Talk Pretty One Day
18,372,3,Dress Your Family in Corduroy and Denim
18,943,4,Holidays on Ice
18,1923,4,Barrel Fever: Stories and Essays
18,2615,4,I Like You: Hospitality Under the Influence
18,4054,5,Andy Goldsworthy: A Collaboration with Nature
4,3273,2,Bleachers
4,1037,4,The Street Lawyer
4,100,3,The Poisonwood Bible
4,48,4,Fahrenheit 451
4,95,4,The Picture of Dorian Gray
4,1311,3,The Pilot's Wife
4,387,4,The Crucible
4,497,5,Black Beauty
4,2190,4,"Cry
4,1733,3,The Summons
4,1301,3,The Broker
4,489,5,The Prophet
4,1435,4,Sophie's Choice
4,1380,5,The Complete Maus
4,221,4,"A Child Called ""It"": One Child's Courage to Survive"
4,401,4,A Farewell to Arms
4,131,4,The Grapes of Wrath
4,3469,5,"Alas
18,662,4,Interpreter of Maladies
18,2770,5,A Man Without a Country
18,9287,2,Jennifer Government
18,13,4,Nineteen Eighty-Four
18,119,4,The Handmaid's Tale
18,1544,4,Disgrace
18,426,4,A Confederacy of Dunces
18,3219,3,The Little Friend
18,55,4,Brave New World
18,48,4,Fahrenheit 451
18,65,5,"Slaughterhouse-Five
18,405,4,Breakfast of Champions
18,3068,4,Slapstick
18,3202,4,Bluebeard
18,7538,5,"Carry On
18,7254,5,Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection
22,264,2,The Sun Also Rises
22,284,4,On the Road
22,350,5,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream
18,8329,4,Paris to the Moon
8,45,3,Life of Pi
24,378,4,The Namesake
24,323,4,Nesnesitelná lehkost bytí
24,100,4,The Poisonwood Bible
24,1144,4,Prodigal Summer
24,1752,5,Animal Dreams
24,860,4,The Bean Trees
24,2188,4,Pigs in Heaven
24,1031,5,A Moveable Feast
24,2304,5,This Side of Paradise
24,7770,4,Tales of a Female Nomad: Living at Large in the World
24,2142,5,Ἰλιάς ; Ὀδύσσεια
24,4149,3,Ὀρέστεια
24,233,4,El amor en los tiempos del cólera
24,948,4,Empire Falls
24,1936,5,A Widow for One Year
24,2738,4,Balzac et la Petite Tailleuse chinoise
24,2586,4,Griffin & Sabine: An Extraordinary Correspondence
24,1970,3,Possession
24,483,4,Franny and Zooey
24,1329,4,Howl and Other Poems 
24,7409,4,The Short Stories of F. Scott Fitzgerald
24,9,4,Angels & Demons 
24,326,5,White Oleander
24,26,3,The Da Vinci Code
24,33,4,Memoirs of a Geisha
24,289,5,Watership Down
24,662,5,Interpreter of Maladies
22,7638,3,The Algebraist
22,442,4,Snow Crash
22,1142,4,Cryptonomicon
22,3425,5,Wonder Boys
22,176,5,It
22,349,4,Salem's Lot
22,232,2,The Gunslinger
22,1589,4,Everything's Eventual: 14 Dark Tales
22,1900,4,Nightmares & Dreamscapes 
22,670,4,The Dead Zone
22,1498,4,Hearts in Atlantis
22,739,4,Different Seasons
22,488,2,The Green Mile
22,865,3,Night Shift
22,1987,5,The Bachman Books
22,2352,2,The Regulators
22,168,5,The Stand
22,3314,2,Quicksilver
22,48,5,Fahrenheit 451
22,2673,2,Rainbow Six
22,9,2,Angels & Demons 
22,1236,3,Haunted: A Novel of Stories
22,289,5,Watership Down
22,4810,4,The Naked and the Dead
18,130,5,The Old Man and the Sea
25,14,4,Animal Farm: A Fairy Story
25,8336,4,ماهی سیاه کوچولو
25,653,5,Ensaio Sobre a Cegueira
25,5374,4,Směšné lásky 
25,872,4,La peste
25,8949,5,Paradiso
25,977,5,Inferno
25,4602,4,L'Amant
25,7277,4,El otoño del patriarca
25,5730,5,بوف کور
25,483,5,Franny and Zooey
25,4531,5,Žert
25,58,4,The Adventures of Huckleberry Finn
25,4,4,To Kill a Mockingbird
25,13,4,Nineteen Eighty-Four
25,2339,5,"Raise High the Roof Beam
25,5940,5,Purgatorio
25,65,5,"Slaughterhouse-Five
25,2975,4,Kurt Vonnegut's Cat Cradle
24,148,3,Girl with a Pearl Earring
24,136,3,Divine Secrets of the Ya-Ya Sisterhood
24,78,2,The Devil Wears Prada
24,1639,4,The True Confessions of Charlotte Doyle
24,186,3,The Other Boleyn Girl
24,398,3,Fast Food Nation : The Dark Side of the All-American Meal 
24,60,2,The Curious Incident of the Dog in the Night-Time
24,2320,3,Chronicles: Volume One
24,658,4,The Corrections
22,450,3,Storm Front
22,2298,3,Lies My Teacher Told Me : Everything Your American History Textbook Got Wrong
28,3504,4,The Known World
28,2615,5,I Like You: Hospitality Under the Influence
24,741,3,The Girls' Guide to Hunting and Fishing
32,238,4,Running with Scissors
32,550,5,The Omnivore's Dilemma
32,2357,5,The Botany of Desire: A Plant's-Eye View of the World
32,758,5,Stiff: The Curious Lives of Human Cadavers
32,101,4,Me Talk Pretty One Day
32,344,4,Naked
32,2615,4,I Like You: Hospitality Under the Influence
32,9624,4,Cradle to Cradle: Remaking the Way We Make Things
32,245,5,Bridge to Terabithia
32,150,5,The Red Tent
32,26,3,The Da Vinci Code
32,9,3,Angels & Demons 
32,66,5,Gone with the Wind
32,2302,3,Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind
32,1272,4,"Eats
32,2621,4,Traveling Mercies: Some Thoughts on Faith
32,2,4,Harry Potter and the Philosopher's Stone
32,398,4,Fast Food Nation : The Dark Side of the All-American Meal 
32,848,3,The Bonesetter's Daughter
32,3979,3,The Rule of Four
32,236,4,Into Thin Air: A Personal Account of the Mt. Everest Disaster
32,142,5,The Pillars of the Earth
32,306,4,She's Come Undone
32,122,4,Wicked: The Life and Times of the Wicked Witch of the West
32,4317,4,Mirror Mirror
32,2192,4,Confessions of an Ugly Stepsister
32,42,5,Little Women
32,114,4,Tuesdays with Morrie
32,132,4,The Five People You Meet in Heaven
32,22,4,The Lovely Bones
32,5,4,The Great Gatsby
32,8,5,The Catcher in the Rye
32,6417,4,The Winter's Tale
32,576,4,Candide
32,431,3,Red Dragon
32,7,3,The Hobbit or There and Back Again
32,4682,3,A Dangerous Fortune
32,1217,4,The Witching Hour
29,27,5,Harry Potter and the Half-Blood Prince
29,21,5,Harry Potter and the Order of the Phoenix
29,2,5,Harry Potter and the Philosopher's Stone
29,24,4,Harry Potter and the Goblet of Fire
32,606,4,Jonathan Livingston Seagull
32,85,5,The Giving Tree
32,158,4,Charlie and the Chocolate Factory
32,373,5,The BFG
32,416,5,The Witches
32,50,5,Where the Sidewalk Ends: The Poems and Drawings of Shel Silverstein
32,32,5,Of Mice and Men 
32,1383,3, 
32,574,4,Kitchen Confidential: Adventures in the Culinary Underbelly
32,179,4,Angela's Ashes: A Memoir
32,14,3,Animal Farm: A Fairy Story
32,33,4,Memoirs of a Geisha
32,75,3, 
32,136,4,Divine Secrets of the Ya-Ya Sisterhood
32,3997,3,Little Altars Everywhere
32,4095,3,Virgin
32,1131,3,Chocolat
25,5244,4,Il barone rampante
34,498,5,Война и миръ
32,9934,5,Nourishing Traditions:  The Cookbook that Challenges Politically Correct Nutrition and the Diet Dictocrats
34,371,3,Stranger in a Strange Land
34,1518,5,Один день Ивана Денисовича
34,9588,4,The Keep
34,162,4,L’Étranger
34,2674,3,Fragile Things: Short Fictions and Wonders
34,2620,3,Boy: Tales of Childhood
34,89,4,The Princess Bride
34,8995,3,Deerskin
34,424,3,Il nome della rosa
34,405,4,Breakfast of Champions
34,2177,4,Мёртвые ду́ши
34,611,4,The Silmarillion
34,2209,5,The Complete Works
34,1322,4,The Last Unicorn
34,1312,3,White Noise
34,10,4,Pride and Prejudice
34,391,5,The Lorax
34,442,5,Snow Crash
34,408,2,"Guns
34,958,5,The Complete Anne of Green Gables Boxed Set
34,5326,4,Valis
34,5101,4,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families
34,296,5,The Very Hungry Caterpillar
34,740,4,The Little House Collection
34,1657,5,Infinite Jest
34,121,4,Lolita
34,70,4,Ender's Game
34,232,4,The Gunslinger
34,9308,5,"The Dark Is Rising Sequence (The Dark Is Rising
34,5830,4,Grimms Märchen
34,547,4,The War of the Worlds
34,3203,3,"Good Faeries
34,400,4,Neuromancer
34,3941,3,The Winter King
34,1010,5,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury
40,690,4,The Audacity of Hope: Thoughts on Reclaiming the American Dream
40,179,5,Angela's Ashes: A Memoir
40,1184,4,Tender Is the Night
40,5,3,The Great Gatsby
40,3123,3,Confessions of an Economic Hit Man
40,1312,3,White Noise
40,436,4,The God of Small Things
40,32,3,Of Mice and Men 
40,10,5,Pride and Prejudice
40,4,5,To Kill a Mockingbird
40,13,4,Nineteen Eighty-Four
40,495,4,A Heartbreaking Work of Staggering Genius
40,483,5,Franny and Zooey
40,101,4,Me Talk Pretty One Day
40,344,4,Naked
40,659,3,Dreams from My Father
40,63,3,Wuthering Heights
40,587,4,Everything Is Illuminated
40,249,4,Extremely Loud and Incredibly Close
22,408,4,"Guns
22,687,3,1776
22,598,5,Assassin's Apprentice
22,3278,3,The Mad Ship
22,3298,3,Ship of Destiny
22,1018,5,Royal Assassin
22,2669,3,Ship of Magic
22,1246,4,Assassin's Quest
22,2299,2,Fool's Fate
22,2382,3,The Golden Fool
22,6578,2,Shaman's Crossing
22,7316,3,Up Country
22,8512,2,Battlefield Earth: A Saga of the Year 3000
22,8214,4,Sin City: The Big Fat Kill
22,2426,5,300
22,1380,5,The Complete Maus
22,633,5,Starship Troopers
31,743,4,"Lamb: The Gospel According to Biff
31,1153,3,A Dirty Job
31,2034,3,Bloodsucking Fiends
31,2923,3,Practical Demonkeeping
31,3036,3,"Fluke: Or
31,4979,3,Coyote Blue
31,4031,3,Island of the Sequined Love Nun
31,3883,3,The Lust Lizard of Melancholy Cove
31,39,4,A Game of Thrones
31,165,3,A Feast for Crows
31,135,3,A Storm of Swords
31,110,3,A Clash of Kings
31,598,5,Assassin's Apprentice
31,1018,4,Royal Assassin
31,3278,4,The Mad Ship
31,3298,4,Ship of Destiny
31,1246,4,Assassin's Quest
31,2669,4,Ship of Magic
31,2382,3,The Golden Fool
31,2299,3,Fool's Fate
31,2,3,Harry Potter and the Philosopher's Stone
31,24,3,Harry Potter and the Goblet of Fire
31,21,3,Harry Potter and the Order of the Phoenix
31,27,3,Harry Potter and the Half-Blood Prince
31,23,3,Harry Potter and the Chamber of Secrets
31,18,3,Harry Potter and the Prisoner of Azkaban
31,1299,4,Still Life with Woodpecker
31,4316,3,Half Asleep in Frog Pajamas
31,3428,4,Fierce Invalids Home From Hot Climates
31,4455,5,Rubyfruit Jungle
31,70,5,Ender's Game
31,360,4,Do Androids Dream of Electric Sheep?
31,496,4,The Clan of the Cave Bear
31,2406,4,The Mammoth Hunters
31,2047,4,The Valley of Horses
31,2965,4,The Plains of Passage
31,806,4,Wizard and Glass
31,1053,4,Song of Susannah
31,612,4,The Drawing of the Three
31,936,3,Wolves of the Calla
31,1261,3,Eyes of the Dragon
31,725,3,The Waste Lands
31,232,4,The Gunslinger
31,168,3,The Stand
31,915,4,Insomnia
31,7522,4,The Areas of My Expertise
31,289,4,Watership Down
31,2873,4,Lucifer's Hammer
31,13,4,Nineteen Eighty-Four
31,14,3,Animal Farm: A Fairy Story
31,28,4,Lord of the Flies 
31,499,3,American Psycho
31,2051,3,Geek Love
31,1868,4,I Am Legend 
31,350,4,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream
31,2015,3,The Bridges of Madison County
31,32,3,Of Mice and Men 
31,287,1,The Fountainhead
31,994,4,All Creatures Great And Small
31,1656,4,All Things Bright and Beautiful
31,5658,4,Vets Might Fly and Vet in a Spin
31,7667,2,Lost Souls
34,937,4,His Dark Materials
43,8,4,The Catcher in the Rye
43,101,4,Me Talk Pretty One Day
43,709,5,Nine Stories
43,426,5,A Confederacy of Dunces
31,75,3, 
22,45,5,Life of Pi
31,33,3,Memoirs of a Geisha
31,2615,3,I Like You: Hospitality Under the Influence
31,272,4,Como agua para chocolate
31,271,4,Flowers for Algernon
31,2601,2,The Red Pony
31,5100,3,Fantastic Voyage
31,5563,3,Earth Abides
31,136,2,Divine Secrets of the Ya-Ya Sisterhood
31,101,4,Me Talk Pretty One Day
31,55,4,Brave New World
31,372,4,Dress Your Family in Corduroy and Denim
32,2015,3,The Bridges of Madison County
24,8,4,The Catcher in the Rye
24,2,3,Harry Potter and the Philosopher's Stone
24,23,3,Harry Potter and the Chamber of Secrets
24,24,4,Harry Potter and the Goblet of Fire
24,21,3,Harry Potter and the Order of the Phoenix
49,867,3,The History of Love
49,1843,5,Prep
18,3237,4,Bastard Out of Carolina
46,268,4,Never Let Me Go
18,913,5,The Joy of Cooking
46,483,5,Franny and Zooey
50,217,4,"The Devil in the White City: Murder
50,26,2,The Da Vinci Code
53,270,2,Rebecca
53,14,2,Animal Farm: A Fairy Story
53,35,1,O Alquimista
53,80,5,Le Petit Prince
53,130,4,The Old Man and the Sea
53,653,2,Ensaio Sobre a Cegueira
24,27,4,Harry Potter and the Half-Blood Prince
24,18,3,Harry Potter and the Prisoner of Azkaban
24,3310,4,La chambre claire. Note sur la photographie
24,119,4,The Handmaid's Tale
24,883,3,The Blind Assassin
55,212,5,Atonement
55,3141,3,Amsterdam
55,1544,5,Disgrace
55,7462,5,Leviathan
24,228,2,The Nanny Diaries
55,2051,1,Geek Love
24,11,4,The Kite Runner 
58,26,1,The Da Vinci Code
58,58,4,The Adventures of Huckleberry Finn
58,18,5,Harry Potter and the Prisoner of Azkaban
58,14,3,Animal Farm: A Fairy Story
58,2,3,Harry Potter and the Philosopher's Stone
58,653,5,Ensaio Sobre a Cegueira
58,5,4,The Great Gatsby
58,13,4,Nineteen Eighty-Four
58,24,4,Harry Potter and the Goblet of Fire
58,21,5,Harry Potter and the Order of the Phoenix
58,27,4,Harry Potter and the Half-Blood Prince
58,10,4,Pride and Prejudice
58,11,4,The Kite Runner 
58,65,4,"Slaughterhouse-Five
55,264,5,The Sun Also Rises
55,397,2,Das Parfum. Die Geschichte eines Mörders
55,653,5,Ensaio Sobre a Cegueira
24,1806,5,Fall on Your Knees
46,1741,5,Death on the Nile
55,520,4,ねじまき鳥クロニクル [Nejimakidori kuronikuru]
46,672,5,Murder in the Calais Coach
46,1410,5,The Murder of Roger Ackroyd
46,2235,5,The ABC Murders
46,7991,5,Hallowe'en Party
46,3229,5,The Body in the Library
46,5858,5,Cards on the Table
46,9469,5,"One
46,8215,5,The Moving Finger
46,7208,5,Cat Among the Pigeons
46,7619,5,Sleeping Murder
46,5041,5,4.50 From Paddington
46,6684,5,Death in the Clouds
46,671,5,The Mysterious Affair at Styles
46,5665,5,Murder in Mesopotamia
46,6512,5,The Mirror Crack'd from Side to Side
46,5505,5,Five Little Pigs
46,4240,5,Evil Under the Sun
46,9116,5,A Caribbean Mystery
46,9494,5,They Do it with Mirrors
46,7748,5,Nemesis
46,5115,5,The Secret Adversary
46,7681,5,Elephants Can Remember
46,5861,5,Appointment with Death
46,8868,5,At Bertram's Hotel
46,6078,5,Curtain: Poirot’s Last Case
55,43,5,Jane Eyre
46,6501,5,Crooked House
46,6211,5,The Big Four
46,7607,5,Lord Edgware Dies
46,7006,5,The Mystery of the Blue Train
46,8156,5,After the Funeral 
46,6087,5,Hercule Poirot's Christmas
46,3752,5,Poirot Investigates
46,6212,5,Peril at End House
46,200,5,Ten Little Niggers
46,1058,5,Murder at the Vicarage
46,4728,5,A Murder is Announced
61,11,5,The Kite Runner 
61,33,3,Memoirs of a Geisha
61,26,3,The Da Vinci Code
61,2,4,Harry Potter and the Philosopher's Stone
61,24,4,Harry Potter and the Goblet of Fire
61,21,4,Harry Potter and the Order of the Phoenix
61,27,4,Harry Potter and the Half-Blood Prince
61,18,4,Harry Potter and the Prisoner of Azkaban
61,57,4,The Secret Life of Bees
61,273,3,Snow Flower and the Secret Fan
55,217,3,"The Devil in the White City: Murder
34,570,3,High Fidelity
34,60,2,The Curious Incident of the Dog in the Night-Time
34,168,4,The Stand
34,172,4,Анна Каренина
34,546,2,Zen and the Art of Motorcycle Maintenance
53,1664,5,A Room of One's Own
53,213,3,Die Verwandlung
53,315,1,Who Moved My Cheese?
53,4862,4,The Missing Piece
53,66,5,Gone with the Wind
62,572,5,Oryx and Crake
62,171,3,Emma
62,1041,4,Идиот
62,701,4,Mrs Dalloway
58,8336,4,ماهی سیاه کوچولو
58,2716,4,Dead Poets Society 
58,7639,5,Meu Pé de Laranja Lima
58,941,3,The Hours
58,4640,4,Cathedral
58,177,5,Преступление и наказание
58,80,5,Le Petit Prince
58,4068,4,Daddy-Long-Legs       
58,270,3,Rebecca
58,8946,5,دیوان‎‎ [Dīvān]
58,66,5,Gone with the Wind
58,148,4,Girl with a Pearl Earring
58,5551,4,La fiesta del chivo
58,189,4,The Lord of the Rings
53,6195,1,Amerika
53,2027,3,Se una notte d'inverno un viaggiatore
53,786,3,Falling Up
53,4602,1,L'Amant
53,8336,1,ماهی سیاه کوچولو
53,489,2,The Prophet
53,125,5,"The Tragicall Historie of Hamlet
65,161,5,The Return of the King
65,180,4,Siddhartha
65,129,5,One Flew Over the Cuckoo's Nest
65,155,4,The Two Towers
65,213,4,Die Verwandlung
65,8,5,The Catcher in the Rye
65,5,5,The Great Gatsby
65,26,1,The Da Vinci Code
65,2,4,Harry Potter and the Philosopher's Stone
65,24,5,Harry Potter and the Goblet of Fire
65,21,5,Harry Potter and the Order of the Phoenix
65,27,5,Harry Potter and the Half-Blood Prince
65,14,4,Animal Farm: A Fairy Story
65,18,5,Harry Potter and the Prisoner of Azkaban
65,55,5,Brave New World
65,58,5,The Adventures of Huckleberry Finn
65,32,4,Of Mice and Men 
65,2041,1,Lisey's Story
65,953,4,The Dark Tower
65,176,5,It
65,936,4,Wolves of the Calla
65,1053,3,Song of Susannah
65,612,4,The Drawing of the Three
65,232,5,The Gunslinger
65,305,2,Pet Sematary
65,806,5,Wizard and Glass
65,556,4,Cujo
66,10,3,Pride and Prejudice
66,76,2,Sense and Sensibility
66,2,2,Harry Potter and the Philosopher's Stone
66,35,4,O Alquimista
66,629,2,Veronika decide morrer
66,2902,2,O Monte Cinco
54,81,5,The Glass Castle
54,199,5,Marley & Me: Life and Love with the World's Worst Dog
56,2679,4,Three Junes
32,59,4,Charlotte's Web
32,857,5,The Westing Game
32,102,5,Where the Wild Things Are
32,160,2,Great Expectations
32,530,5,Much Ado About Nothing
32,125,4,"The Tragicall Historie of Hamlet
32,321,4,Where the Red Fern Grows
32,138,3,The Scarlet Letter
32,387,3,The Crucible
53,26,3,The Da Vinci Code
32,531,3,Beowulf
32,733,4,Snow Falling on Cedars
69,8,5,The Catcher in the Rye
69,89,4,The Princess Bride
69,35,3,O Alquimista
69,26,3,The Da Vinci Code
69,4,5,To Kill a Mockingbird
69,32,5,Of Mice and Men 
69,5,5,The Great Gatsby
70,323,5,Nesnesitelná lehkost bytí
70,26,4,The Da Vinci Code
70,80,5,Le Petit Prince
70,7022,3,L'ignorance
70,5792,4,L'identité
70,709,5,Nine Stories
70,1206,4,Na margem do rio Piedra eu sentei e chorei
70,629,4,Veronika decide morrer
